Description,Info,Link,Location,Name,Type
"This project entailed renovations to a group of buildings that included an elementary school, a middle school, a high school and a transportation center. Lighting upgrades were also added to the campus' outdoor athletic fields","Client: Whitesboro Central School District
Architect: Tetra Tech
Location: Yorkville,  NY
Attributes: Education, K-12, New York",http://www.turnerconstruction.com/experience/project/19CB/whitesboro-central-school-district,"Yorkville, NY",Whitesboro Central School District,education
"This project included the renovation of seven buildings and consisted of new roofing, mechanical, electrical, and systems. Site renovations include new asphalt and concrete parking lots and roadways, new irrigation, new site chilled water piping, and sidewalks.  Also included in this project is a music addition to the existing auditorium. This project was completed on a fully occupied site.","Client: Orange County Public Schools (Florida), OCPS
Architect: Schenkel-Shultz Architecture
Location: Winter Park,  FL
Attributes: Education, K-12, Florida",http://www.turnerconstruction.com/experience/project/284/winter-park-high-school,"Winter Park, FL",Winter Park High School,education
"This project consisted of 54,000 square feet of tenant improvements for Marsh & Mercer. The project involved demolition and construction of 21,430 square feet of newly leased space on the 22nd floor and selective demolition and re-construction in certain areas of Marsh & Mercer’s space on the 20th and 21st floors. The work was phased to minimize disruption to operations and completed on a fast-track schedule.","Client: Marsh & Mercer
Architect: RNL
Location: Denver,  CO
Attributes: Interiors, Low-Rise, Commercial, Colorado",http://www.turnerconstruction.com/experience/project/212B/marsh-mercer-tenant-improvements,"Denver, CO",Marsh & Mercer Tenant Improvements,commercial
,"Client: WPP Group USA, Inc.
Architect: HOK
Location: Toronto,  ON,  Canada
Attributes: Interiors, Canada, Commercial",http://www.turnerconstruction.com/experience/project/2301/wpp-outrider-agency-tenant-construction,"Toronto, ON, Canada",WPP Outrider Agency Tenant Construction,commercial
,"Client: Yahoo!
Architect: HOK
Location: Coral Gables,  FL
Attributes: Interiors, Commercial, Florida",http://www.turnerconstruction.com/experience/project/2490/yahoo,"Coral Gables, FL",Yahoo,commercial
,"Client: PKY Fund Orlando I, LLC
Architect: HKS, Inc.
Location: Orlando,  FL
Attributes: Hi-Rise, Commercial, Florida",http://www.turnerconstruction.com/experience/project/5CF/northwestern-mutual-interiors,"Orlando, FL",Northwestern Mutual Interiors,commercial
"The AmerisourceBergen D-1 and D-2 buildings are perpendicular sites at Hall Office Park. The D-1 includes 135,000 square foot of tenant improvements to shell space and 1,700 square foot data room with raised flooring.

The D-2 Building Project is a 105,000 square foot fit-out of office space with a lobby area, office space, multiple conference rooms, and a 6,000 square foot cafeteria with dining room space.","Client: ABSG
Architect: Vaughan Myers Design, Inc
Location: Frisco,  TX
Attributes: Mid-Rise, Commercial, Texas",http://www.turnerconstruction.com/experience/project/2617/amerisourcebergen-phase-iv,"Frisco, TX",AmerisourceBergen Phase IV,commercial
,"Client: Kearney & Company
Architect: FORM Architects
Location: Alexandria,  VA
Attributes: Interiors, Commercial, Virginia",http://www.turnerconstruction.com/experience/project/4A6/kearney-company,"Alexandria, VA",Kearney & Company,commercial
"After the successful completion of Spartan’s manufacturing facility, Lathrop was selected to be the Design Build Contractor for Spartans new 42,000 square foot World Headquarters office building and 12,000 square foot training/product demonstration center.
Working in tandem with the architect and owner, the building program was developed, constructibility and value engineering performed, and all construction monitored in a teaming environment. The office has a dramatic two-story lobby with skylights, an amphitheater with  state of the art audio/video and data equipment, and extensive use of fine millwork and wood paneling.","Client: Spartan Chemical Company, Inc.
Architect: The Collaborative Inc.
Location: Maumee,  OH
Attributes: Commercial, Design+Build, Ohio",http://www.turnerconstruction.com/experience/project/135B/spartan-chemical-world-headquarters,"Maumee, OH",Spartan Chemical World Headquarters,commercial
"The interior fit-out for BAE Systems spanned the 2nd, 13th and 14th floors for a total of 75,000 square feet. Completed on an expedited eight week schedule, the project features executive offices, general office space, conference rooms, training rooms, a Lan room and a kitchen and a pantry. Work performed in this occupied building consisted of minor demoltion and installation of specialty glass, high-end millwork, tele/data installations and stone flooring.
","Client: BAE Systems plc
Architect: OPX
Location: Arlington,  VA
Attributes: Interiors, Low-Rise, Commercial, Virginia",http://www.turnerconstruction.com/experience/project/271D/bae-systems,"Arlington, VA",BAE Systems,commercial
"The Latham & Watkins renovation included 130,000 square feet of upgrades over four floors. The second phase built out a swing space for the other phases. The space included a  reception area, two conference centers with full height wood panels and doors and limestone flooring with carpet insets. The perimeter attorney offices were kept as-is with the exception of an upgrade in cabling to the tele/data outlets. This required added protection since full construction was occurring just outside the office. Work also included two commercial catering kitchens are included along with a lunchroom.","Client: Latham & Watkins LLP
Architects: ESD, Gary Lee & Partners
Location: Chicago,  IL
Attributes: Interiors, Commercial, Illinois",http://www.turnerconstruction.com/experience/project/14D4/latham-watkins-llp,"Chicago, IL",Latham & Watkins LLP,commercial
